,Homo_sapiens,Macaca_mulatta,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Carlito_syrichta,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mus_musculus,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rattus_norvegicus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sarcophilus_harrisii,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
GPR3,NM_005281.3,XM_001111240.3,XM_002913318.2,XM_012439778.1,XM_005197588.3,XM_002750495.3,XM_010993759.1,XM_544470.4,XM_005676792.3,XM_008060338.1,XM_003471282.3,xm_014784026.1,XM_012079940.1,XM_005394908.2,XM_007979823.1,XM_006862237.1,XM_004678673.1,XM_003511439.3,XM_004455721.2,XM_013033636.1,XM_004705065.1,XM_006883464.1,XM_008148014.1,XM_014737561.1,XM_007532480.2,XM_003989750.2,XM_008586341.1,XM_004025266.1,XM_004850715.1,XM_005317663.1,XM_004671235.1,XM_003415424.1,XM_005544278.2,XM_011763048.1,XM_011981682.1,XM_017675312.1,XM_005079647.2,XM_012750624.1,XM_005353108.2,XM_016219590.1,XM_007491392.1,NM_008154.3,XM_004741067.2,XM_008836765.1,XM_003271679.3,XM_004592197.1,XM_004642867.1,XM_004394681.1,XM_004266612.1,XM_008265880.2,XM_003799819.2,XM_015092858.1,XM_003828069.3,XM_001148989.5,XM_003891417.3,XM_002811198.3,XM_012645938.1,XM_011357699.1,XM_006239006.3,XM_010380379.1,XM_016132003.1,XM_003921273.2,XM_003764992.1,XM_004603493.1,NM_001257225.1,xm_004377060.1,XM_006155318.2,XM_004332263.1
GPR31,NM_005299.2,XM_015137662.1,XM_011224275.1,xm_012471038.1,XM_005199470.3,XM_017970804.1,,,XM_018053539.1,XM_008068865.1,,xm_004440554.2,XM_012036553.1,,XM_008007815.1,XM_006871191.1,,xm_007625027.2,xm_004455889.2,,,,XM_008156688.1,XM_005608133.2,xm_007531429.2,,xm_008568554.1,XM_004044954.1,XM_013076682.1,,,XM_003419239.1,XM_015448419.1,XM_011751035.1,XM_011999623.1,,,,,xm_016196786.1,,nm_145440.1,XM_013044400.1,,,xm_012925879.1,XM_004646235.1,xm_012563181.1,XM_004278900.1,,,XM_015097527.1,XM_003820217.1,XM_527566.2,XM_009206385.2,XM_002817581.1,,XM_011377473.1,,XM_010356572.1,,XM_003933793.1,xm_003765941.2,xm_004617149.1,,,,XM_004324290.1
GPR32,NM_001506.2,XM_015124522.1,xm_011229233.1,xm_012462861.1,nm_001102524.2,xm_008988480.2,XM_010993226.1,xm_005631209.2,xm_018059079.1,XM_008052313.1,XM_005001814.2,xm_004440437.1,XM_012081278.1,XM_005412970.1,XM_007997688.1,xm_006868380.1,xm_004682774.2,xm_007630058.2,XM_004485301.1,xm_013027553.1,XM_013006690.1,xm_006900403.1,xm_008159310.1,XM_014732279.1,XM_007531322.1,xm_011291297.1,XM_008592486.1,XM_004061249.1,,xm_005343036.1,xm_004667736.1,xm_003421328.2,XM_015441045.1,XM_011767952.1,XM_011965960.1,xm_017680540.1,xm_013125658.1,xm_012748843.1,,,xm_007497463.2,nm_009779.2,xm_004777567.2,XM_008845232.1,XM_003282502.3,xm_004585305.1,XM_012512733.1,,XM_012539216.1,xm_008271294.2,XM_003804002.2,,xm_003813635.2,xm_001173894.3,XM_017952006.1,xm_009232951.1,xm_012643974.1,xm_011379039.1,xm_006237314.3,XM_010369619.1,,xm_010351194.1,xm_012552685.1,,xm_003355060.3,xm_004389180.1,XM_014586331.1,XM_004332407.1
GPR34,NM_005300.3,XM_015127186.1,XM_011230584.1,XM_012448156.1,XM_003584686.4,XM_003735717.3,XM_010989182.1,XM_003435502.3,XM_005700907.3,XM_008065371.1,XM_013151876.1,xm_004435021.2,XM_012081658.1,XM_005413247.2,XM_007991449.1,XM_006864284.1,XM_004695937.2,XM_007613540.2,XM_004461024.1,XM_013030856.1,XM_013007726.1,XM_006903694.1,XM_008153045.1,XM_001489763.4,XM_007521115.2,XM_006943659.1,XM_008585023.1,,XM_013074046.1,XM_005323978.2,XM_004665755.1,XM_010597741.1,XM_005593333.2,XM_011710196.1,XM_011980187.1,XM_017652505.1,XM_013120869.1,XM_012781854.1,XM_013348392.1,XM_016219802.1,XM_007493321.2,XM_006527625.3,XM_013057516.1,XM_008843064.2,XM_003271014.1,XM_012927792.1,XM_004645568.2,XM_012562119.1,XM_004281359.2,XM_002719859.3,XM_012812168.1,XM_012106519.2,XM_008968321.1,XM_009438961.2,XM_009197430.2,XM_009234748.1,XM_012642820.1,,XM_006256676.3,XM_010368971.1,XM_016156563.1,XM_003924024.1,XM_012544421.1,XM_012933699.1,XM_013986069.1,xm_004391335.2,XM_006148876.2,xm_004326417.1
GPR35,NM_005301.3,XM_015111496.1,xm_011229789.1,xm_012465034.1,XM_005197984.3,XM_003733278.3,XM_011000324.1,xm_014107710.1,XM_018040014.1,XM_008054238.1,XM_013157607.1,xm_004427743.2,XM_012042007.1,XM_005411154.2,XM_007966914.1,xm_006875224.1,XM_012734777.1,XM_003499253.1,XM_012523259.1,XM_013033663.1,XM_004701883.1,XM_006893497.1,XM_008138464.1,XM_005610760.2,XM_007532009.2,xm_011285702.1,XM_008583714.1,XM_004033454.1,XM_004868443.2,XM_005339643.1,XM_004667825.1,xm_003421145.1,XM_005574825.2,XM_011727810.1,XM_011969525.1,XM_017640559.1,XM_013118434.1,XM_012755724.1,XM_005361385.1,XM_016203604.1,,XM_011248053.2,XM_004743753.2,XM_008829177.1,XM_003278888.1,XM_004597459.2,XM_004637437.1,XM_004417766.2,XM_012532571.1,,XM_003798279.1,XM_015091816.1,XM_003813078.2,XM_516198.4,XM_003908174.3,XM_002813071.2,XM_012662419.1,XM_011376267.1,XM_006245537.3,XM_010359121.1,XM_016144239.1,XM_010347264.1,xm_003770504.1,XM_004620635.1,xm_005663794.2,,XM_014589107.1,xm_004311307.1
GPR37,NM_005302.3,NM_001257869.1,XM_002926179.2,XM_012474028.1,NM_001075969.1,XM_002752056.4,XM_010975615.1,XM_539394.5,XM_005679413.3,XM_008071198.1,XM_003475157.3,xm_004418736.2,XM_012087930.1,XM_005402343.2,XM_007982793.1,XM_006859339.1,XM_004677179.2,XM_003502124.2,XM_004478251.1,XM_013019954.1,XM_004707783.1,XM_006896096.1,XM_008154066.1,XM_001502427.3,XM_007537638.2,XM_006929340.2,XM_008585710.1,XM_004046146.1,XM_004856418.2,XM_005333931.2,XM_004658603.1,XM_003407029.2,XM_005550656.2,XM_011729881.1,XM_011995937.1,XM_017644672.1,XM_005078063.2,XM_012789095.1,XM_005365707.2,XM_016213311.1,XM_001370902.3,NM_010338.2,XM_004741855.2,XM_008824879.1,XM_003261275.2,XM_004592493.2,XM_004642705.1,XM_004417273.1,XM_004265487.1,XM_002712064.3,XM_003789773.2,XM_004008030.3,XM_003815458.2,XM_001149034.5,XM_003896536.3,XM_002832998.3,XM_012650441.1,XM_011357175.1,NM_057201.1,XM_010355865.1,XM_016125219.1,XM_003921028.2,XM_003771575.2,XM_004608296.2,XM_003134718.4,xm_004386531.1,XM_014588058.1,XM_004324127.1
GPR37L1,NM_004767.3,NM_001266071.1,XM_002914619.2,XM_012459485.1,NM_001075899.2,XM_002760647.3,XM_010996642.1,XM_843907.4,XM_018060867.1,XM_008069039.1,XM_003474835.3,xm_004438952.2,XM_012037308.1,XM_005375203.2,XM_007988949.1,XM_006834135.1,XM_004685503.2,XM_007635737.2,XM_004481924.2,XM_013017400.1,XM_004699804.1,XM_006890537.1,XM_008159994.1,XM_001916324.3,XM_007522132.2,XM_003999372.3,XM_008591503.1,XM_004028155.1,XM_004862224.2,XM_005330344.2,XM_004670700.1,XM_003410224.2,NM_001284605.1,XM_011746632.1,XM_011990531.1,XM_017673618.1,XM_005073394.2,XM_012744444.1,XM_005348393.1,XM_016211596.1,XM_001368825.3,NM_134438.3,XM_004756293.2,XM_008830313.2,XM_003264557.3,XM_004578764.1,XM_004625351.1,XM_004392762.1,XM_004285390.1,XM_017347863.1,XM_003792272.2,XM_015099119.1,XM_003823018.1,XM_514100.6,XM_003893295.3,XM_002809608.3,XM_012655911.1,XM_011367279.1,NM_145784.2,XM_010378850.1,XM_016130752.1,XM_003938283.2,XM_012550350.1,XM_004610029.1,XM_013980124.1,xm_004375289.1,XM_006159138.1,XM_004311786.1
GPR39,NM_001508.2,xm_001082358.3,XM_002928127.2,XM_012468421.1,NM_001143744.1,XM_002749508.3,XM_010980067.1,XM_848239.4,XM_005676206.3,xm_008062252.1,XM_003478731.3,xm_004423883.2,XM_012069766.1,XM_005390734.2,xm_007964767.1,xm_006834604.1,XM_004674890.2,XM_003497614.3,XM_012521352.1,XM_013030810.1,XM_004711914.1,XM_006894460.1,XM_008143463.1,XM_001488974.4,XM_007522292.2,XM_003990722.3,XM_008571858.1,XM_004032577.1,XM_004836096.2,XM_005315934.2,XM_004659726.1,xm_010586401.1,XM_015432040.1,xm_011759727.1,XM_011970299.1,XM_017664964.1,XM_013120400.1,xm_012739488.1,XM_005348243.2,XM_016199498.1,,NM_027677.2,XM_004773366.2,XM_008832467.1,XM_003267584.2,XM_004589391.1,XM_004626371.1,XM_004411220.2,XM_004276488.2,XM_008258901.2,XM_003794368.2,XM_004004740.3,xm_008976377.1,XM_515800.4,XM_017947904.1,xm_002812428.2,XM_012650531.1,XM_011354512.1,NM_001114392.1,XM_010353567.1,XM_016156293.1,XM_003931532.2,XM_003763813.2,XM_004608193.1,NM_001128487.1,xm_004375079.1,XM_006150801.2,xm_004326294.1
GPR4,NM_005282.2,XM_001106715.3,XM_011236383.1,XM_012446590.1,XM_005219241.1,XM_002762244.4,XM_010987580.1,XM_005616440.2,XM_018062612.1,XM_008066423.1,XM_013146800.1,xm_004440158.2,XM_012080545.1,XM_005413788.2,XM_007997235.1,XM_006871331.1,XM_004694203.2,xm_007609454.1,XM_004481547.2,XM_013032590.1,XM_004710385.2,XM_006901238.1,XM_008158340.1,XM_014729383.1,XM_007532203.2,XM_003997638.2,XM_008577759.1,XM_004060992.1,XM_004867144.2,XM_005338228.2,XM_004672955.1,XM_010586459.1,XM_005589599.2,XM_011735976.1,XM_011975112.1,XM_017652082.1,XM_005088502.2,XM_012761422.1,XM_005370274.1,XM_016212599.1,XM_007492143.2,XM_006540048.3,XM_004767579.2,XM_008852042.2,XM_003277584.1,XM_004597939.2,XM_004644299.1,XM_004400970.2,XM_004271160.2,XM_008252221.2,XM_003799516.2,XM_015100600.1,XM_003817516.1,NM_001242410.1,XM_003915727.2,XM_009232781.1,XM_012653323.1,XM_011367947.1,XM_006228419.1,XM_010377471.1,XM_016155449.1,XM_003940253.2,XM_012545763.1,XM_004607814.1,NM_001123118.1,xm_004381582.2,XM_006142167.2,XM_004318207.1
GPR45,NM_007227.3,XM_015113042.1,XM_002913498.2,XM_012471487.1,XM_005193858.3,XM_008980213.2,XM_010991929.1,XM_005625990.2,XM_018054969.1,,XM_005004472.2,xm_004435874.2,XM_012055490.1,XM_005400779.2,XM_008008277.1,XM_006872439.1,XM_004686186.1,XM_003499515.2,XM_004471264.2,XM_013034707.1,XM_004704436.1,XM_006883842.1,XM_008153411.1,XM_001488243.3,XM_007531944.1,XM_003983879.2,XM_008581344.1,XM_004031541.1,XM_004844479.1,XM_005340026.1,XM_004651787.1,XM_003413610.1,XM_015433331.1,XM_011755524.1,XM_011969562.1,XM_017676377.1,XM_013117301.1,XM_012737663.1,XM_005359999.1,XM_016199481.1,XM_016424888.1,XM_017312993.1,XM_004764376.2,XM_008840308.1,XM_003277423.3,XM_004594204.1,XM_004633204.1,XM_004412503.2,XM_004277731.2,XM_017339358.1,XM_012807938.1,XM_015094480.1,XM_003811676.3,XM_515672.5,XM_017947825.1,XM_002811723.2,XM_012664286.1,XM_011370136.1,NM_001106906.1,XM_010360975.1,XM_016142287.1,XM_003922785.2,XM_003765677.1,XM_004617923.1,XM_003481136.3,xm_004369303.1,XM_006163787.1,XM_004332403.1
GPR50,NM_004224.3,XM_001092026.2,XM_002924574.2,XM_012477313.1,XM_608528.5,XM_002763367.2,XM_010979587.1,XM_549333.3,XM_005700482.2,xm_008054084.1,XM_013150931.1,xm_004443183.2,XM_012081322.1,XM_005406431.2,XM_007992985.1,XM_006874791.1,XM_004685975.1,XM_007631612.1,XM_004447979.1,XM_013025921.1,XM_004715621.1,XM_006902455.1,XM_008158720.1,XM_001499259.4,XM_007530490.1,XM_004000977.2,XM_008592190.1,XM_004065017.1,XM_004874138.1,XM_005338511.1,XM_004668919.2,XM_003421232.1,XM_005594829.2,XM_011765795.1,XM_011972333.1,XM_017675429.1,XM_005086262.2,XM_012735910.1,XM_005369177.2,XM_016215819.1,,NM_010340.2,XM_004776643.1,XM_008829488.1,XM_003271842.1,XM_004598559.2,XM_004646022.1,XM_004407110.1,XM_004284079.1,XM_008275025.2,XM_003800937.2,NM_001009726.1,XM_003804526.2,XM_016944432.1,XM_003918414.2,XM_002832239.1,XM_012658364.1,XM_011385758.1,NM_001191915.1,NM_001319792.1,XM_016164566.1,XM_003943417.1,,XM_004606623.1,XM_003360481.2,xm_004390718.1,XM_006171201.1,XM_004329897.1
GPR52,NM_005684.4,XM_015123696.1,XM_002916954.2,XM_012444391.1,NM_001100304.1,XM_017966080.1,XM_010992879.1,XM_005622503.2,XM_018060624.1,XM_008066440.1,XM_013157829.1,xm_014783397.1,XM_012085970.1,XM_013520909.1,XM_007989423.1,XM_006867066.1,XM_004688502.2,XM_007612662.2,XM_004484760.1,XM_013015703.1,XM_004706717.1,XM_006887707.1,XM_008145877.1,XM_014739440.1,XM_007537074.2,XM_003999214.2,XM_008591170.1,XM_004027930.1,XM_004853400.1,XM_005319779.1,XM_004658771.1,XM_003410884.2,XM_015445828.1,XM_011746070.1,XM_011981423.1,XM_017655517.1,XM_013126735.1,XM_012765080.1,XM_005363939.2,XM_016221411.1,XM_007480831.2,XM_017321888.1,XM_013061132.1,XM_008826098.1,XM_003258913.2,XM_004596279.1,XM_004626785.1,XM_004409226.2,XM_004269783.1,XM_008263806.2,XM_003785693.2,XM_004013815.2,XM_003824685.2,XM_016948424.1,XM_009194670.2,XM_009240775.1,XM_012657791.1,XM_011361254.1,NM_001289935.1,XM_010367382.1,XM_016155887.1,XM_003925347.2,XM_003767444.1,XM_004613725.1,XM_013989618.1,xm_004372838.2,XM_014589683.1,XM_004326958.1
GPR55,NM_005683.3,XM_015111327.1,XM_011222663.1,XM_012434222.1,XM_584870.4,XM_017973790.1,XM_010985657.1,XM_005635842.1,XM_018058316.1,XM_008064930.1,XM_003474421.2,xm_004427782.2,XM_012072598.1,XM_005395406.1,XM_007966599.1,XM_006866798.1,XM_004674775.1,XM_007626082.2,XM_004482483.1,XM_013034916.1,XM_004701830.1,XM_006893545.1,XM_008160212.1,XM_005610693.2,XM_007520223.1,XM_003991245.3,XM_008590340.1,XM_004033335.1,XM_004868042.1,XM_013359180.1,XM_004662850.1,XM_003417874.1,XM_015432939.1,XM_011728182.1,XM_011998084.1,XM_017660835.1,XM_005082532.1,XM_012749504.1,XM_005361772.2,XM_016204621.1,XM_007485849.1,XM_006529463.3,XM_013046346.1,XM_008838119.1,XM_003274734.3,XM_004577206.1,XM_004637305.1,XM_004396031.1,XM_004262918.2,XM_017343188.1,XM_003784875.1,XM_012148391.2,XM_003821857.1,XM_009444528.2,XM_003908057.3,XM_002812969.1,XM_012652195.1,XM_011381036.1,XM_006245493.3,XM_010380465.1,XM_016134686.1,XM_003930601.1,XM_003775327.2,XM_004610808.1,XM_005657587.2,xm_004389516.1,XM_006171117.1,XM_004315142.1
GPR6,NM_005284.4,XM_001088851.3,XM_002925647.1,XM_012438362.1,NM_001100307.1,XM_017971569.1,XM_010989593.1,XM_005627706.1,XM_018053529.1,XM_008069037.1,XM_005002023.2,xm_004422206.1,XM_012050483.1,XM_005377881.2,XM_008007362.1,XM_006839935.1,XM_004673759.2,XM_007626431.2,XM_004485135.1,XM_013022365.1,XM_004702003.1,XM_006881158.1,XM_008158013.1,XM_001504016.2,XM_007531165.2,XM_006931937.1,XM_008571525.1,XM_004044514.1,XM_004873974.2,XM_005330161.2,XM_004660627.2,XM_003404297.2,XM_005551570.2,XM_011758921.1,XM_011970655.1,XM_017667141.1,XM_005073241.2,XM_012753286.1,XM_005363561.1,XM_016217482.1,XM_001368555.3,XM_006512533.2,XM_004753498.1,XM_008852420.1,XM_003255558.1,XM_004580328.2,XM_004637489.2,XM_004406704.2,XM_004264729.1,XM_002714903.3,XM_003781586.2,XM_004023331.3,XM_003805505.1,XM_518685.4,XM_003898319.2,XM_009242146.1,XM_012651186.1,XM_011364828.1,NM_031806.1,XM_010366015.1,XM_016162028.1,XM_003935959.1,XM_003769352.2,XM_004605718.1,XM_003121354.3,xm_004372459.2,XM_006156986.1,XM_004314659.1
GPR61,NM_031936.4,XM_015147790.1,XM_002919207.2,XM_012468066.1,NM_001038571.2,XM_002751182.3,XM_010975912.1,XM_014114760.1,XM_018045869.1,XM_008061113.1,XM_005007848.2,xm_004420724.2,XM_012078278.1,XM_005388870.2,XM_007977683.1,XM_006865954.1,XM_012730202.1,XM_007631313.2,XM_012530651.1,XM_013031894.1,XM_004699212.1,XM_006899329.1,XM_008147120.1,XM_001918043.3,XM_016190951.1,XM_006934975.2,XM_008566581.1,XM_004026270.1,XM_013075454.1,XM_005338090.1,XM_004659033.1,XM_010589542.1,XM_015431604.1,XM_011737226.1,XM_011968698.1,XM_017666616.1,XM_013118070.1,XM_012751620.1,XM_005367880.2,XM_016223327.1,XM_016429072.1,NM_001305461.1,XM_004769708.2,XM_008850388.2,XM_003267906.2,XM_004581967.1,XM_004636921.1,XM_004407181.2,XM_004263141.1,XM_002715804.3,XM_003784062.2,XM_015092160.1,XM_014346346.1,XM_003308266.3,XM_009214696.2,XM_009246790.1,XM_012648508.1,XM_011367715.1,NM_001107715.2,XM_010355579.1,XM_016155587.1,XM_003933407.2,XM_003769743.2,XM_004620057.1,XM_013997285.1,xm_004388025.2,XM_014588194.1,XM_004332402.1
GPR62,NM_080865.3,XM_015130771.1,XM_011224670.1,xm_012460640.1,NM_001101238.2,XM_002807585.3,,XM_005632475.2,XM_018066922.1,XM_008057807.1,XM_003476473.3,xm_014792690.1,XM_012035048.1,XM_013507618.1,XM_007984441.1,XM_006876011.1,XM_004676574.2,xm_016967748.1,XM_004465747.2,XM_013028046.1,,XM_006892305.1,,XM_014731643.1,XM_007527336.2,XM_011279407.1,XM_008585043.1,XM_004065325.1,XM_004921032.2,XM_005326979.2,XM_004664182.1,XM_010590116.1,XM_005595958.2,XM_011739537.1,XM_011986260.1,XM_017650860.1,XM_013117011.1,XM_012771483.1,XM_005368488.1,,,XM_006511767.3,XM_004780093.2,XM_008849759.1,XM_012510150.1,XM_004581775.1,XM_004625258.1,XM_004411524.1,XM_004267868.2,XM_008260750.2,XM_012804944.1,XM_015102394.1,XM_008972154.2,XM_009445576.2,XM_009200635.2,XM_009238951.1,XM_012656437.1,XM_011364741.1,XM_008766596.2,XM_010365047.1,XM_016133106.1,XM_010347183.1,,XM_004615109.2,XM_005669619.2,xm_004368741.1,XM_006169392.2,XM_004315856.1
GPR63,NM_030784.3,XM_001100856.3,XM_002927647.2,XM_012444300.1,XM_005199394.3,XM_002746838.3,XM_010983932.1,XM_005627658.2,XM_018053140.1,XM_008061965.1,XM_005002625.2,xm_014781122.1,XM_012066962.1,XM_013510888.1,XM_008007541.1,XM_006865851.1,XM_004673711.2,XM_007647695.1,XM_004455430.2,XM_013022412.1,XM_004710908.1,XM_006881202.1,XM_008151416.1,XM_001501202.4,XM_016189375.1,XM_006931897.2,XM_008577724.1,XM_004044427.1,XM_004862502.1,XM_005338008.2,XM_004663646.1,XM_003404334.2,XM_005552319.2,XM_011770713.1,XM_011968391.1,XM_017681398.1,XM_013110259.1,XM_012769437.1,XM_005361926.2,XM_016220214.1,XM_016431198.1,XM_006538382.3,XM_004767071.2,XM_008839605.2,XM_003258354.2,XM_004580370.1,XM_004628186.1,XM_004407100.1,XM_004264799.1,XM_008263290.2,XM_003798219.2,XM_004011261.2,XM_003824370.3,XM_518644.6,XM_003897931.2,XM_002817167.2,XM_012661875.1,XM_011360749.1,XM_017593232.1,XM_010376428.1,XM_016135593.1,XM_010333774.1,XM_012549225.1,XM_004605680.1,XM_003353265.3,xm_004372407.1,XM_006156100.2,XM_004326370.1
GPR65,NM_003608.3,NM_001266353.1,XM_002926915.2,XM_012476918.1,XM_010809662.2,XM_002754175.4,XM_010999175.1,XM_005623721.2,XM_013967399.2,XM_008073755.1,XM_013155369.1,xm_004426429.2,XM_012083614.1,XM_005390250.2,XM_007987506.1,XM_006839590.1,XM_004681645.2,XM_003495977.1,XM_004476011.2,XM_013017080.1,XM_004698753.1,XM_006896019.1,XM_008148399.1,XM_005605386.2,XM_007526817.2,XM_003987900.3,XM_008581212.1,XM_004055546.1,XM_004837096.1,XM_005321297.1,,XM_003408806.1,XM_015454073.1,XM_011717315.1,XM_011974282.1,XM_017658878.1,XM_005068429.2,XM_012774003.1,XM_005343427.1,XM_016210119.1,XM_007472676.2,NM_008152.3,xm_004739116.2,XM_008846128.2,XM_003260853.1,XM_004584351.1,XM_004642779.1,XM_004398093.1,XM_004262309.2,XM_002719613.3,XM_003786963.1,XM_004010830.3,XM_003832739.2,XM_523005.5,XM_009212083.2,XM_002825006.3,XM_012640401.1,XM_011357119.1,XM_008764761.2,XM_010371316.1,XM_016123822.1,XM_003940916.2,,XM_004610242.1,xm_003482299.3,xm_004376647.1,XM_006164703.2,XM_004317875.1
GPR68,NM_003485.3,XM_015144373.1,XM_002920784.2,XM_012453123.1,XM_005222120.3,XM_017977296.1,XM_010988470.1,XM_005623746.2,XM_018066128.1,XM_008072984.1,XM_013155256.1,xm_004434202.2,XM_012083691.1,XM_005390300.2,XM_007987599.1,XM_006839574.1,XM_012724718.1,XM_016972659.1,XM_012518623.1,XM_013016433.1,XM_004698760.2,XM_006879118.1,XM_008148422.1,XM_014735758.1,XM_007518419.2,XM_011283448.1,XM_008587569.1,XM_004055582.1,XM_004837065.1,XM_013356814.1,XM_004649339.1,XM_003408822.2,XM_005562025.2,XM_011717233.1,XM_011991785.1,XM_017664239.1,XM_013112086.1,XM_012773939.1,XM_005343455.2,XM_016205704.1,XM_003339458.3,XM_017315062.1,XM_004739055.2,XM_008821737.1,XM_004091846.2,XM_004584340.1,XM_004635135.1,XM_004394473.2,XM_004262338.2,XM_017349480.1,XM_003786988.2,XM_004017946.3,XM_003832767.2,XM_016926608.1,XM_009212138.2,XM_002825023.2,XM_012660003.1,XM_011373148.1,xm_006240453.3,XM_010356387.1,XM_016154248.1,XM_010350570.1,XM_012547337.1,XM_004610306.1,XM_005666397.2,xm_004376664.2,XM_006157988.1,XM_004313069.1
GPR75,NM_006794.3,NM_001204509.1,XM_002914050.2,XM_012477192.1,NM_001205061.1,XM_003734734.3,XM_010990272.1,,XM_018055233.1,XM_008070474.1,XM_005008561.2,xm_004436649.2,XM_012039358.1,XM_005391028.2,XM_007970653.1,XM_006873543.1,XM_004686204.2,XM_007628800.2,XM_004454235.1,XM_013017935.1,XM_004710220.1,XM_006880917.1,XM_008162139.1,NM_001205060.1,XM_007527946.2,XM_006930102.2,XM_008582597.1,XM_004029233.1,XM_004867294.2,XM_005322001.2,XM_004660159.1,XM_003417607.2,XM_005575885.2,XM_011713209.1,XM_011967083.1,XM_017667696.1,XM_013113584.1,XM_012777793.1,XM_005359179.2,XM_016222178.1,XM_007475280.2,XM_006514696.3,XM_004775685.2,XM_008823017.2,XM_012501167.1,XM_004580144.1,,XM_004403666.1,XM_004286515.1,NM_001205046.1,XM_012804037.1,XM_004005955.3,XM_008976286.2,NM_001205039.1,XM_003919513.3,XM_003775921.2,XM_012649861.1,XM_011363969.1,XM_006251616.3,XM_010378887.1,XM_016127460.1,XM_003922738.2,XM_003758279.1,XM_004615805.1,NM_001205045.1,xm_004369464.2,XM_006159027.2,XM_004321572.1
GPR78,NM_080819.4,NM_001193900.1,XM_011221479.1,XM_012435077.1,,XM_002746029.1,,XM_014112345.1,,xm_008050536.1,xm_013142492.1,xm_004444056.1,XM_012059158.1,xm_005412323.2,XM_008018024.1,xm_006867426.1,,xm_007615499.2,,,,,xm_008156145.1,,xm_007519662.2,,XM_008578739.1,XM_004038425.1,xm_004872982.2,xm_005339745.2,xm_004659268.1,,XM_005554380.2,XM_011744946.1,XM_012002175.1,,xm_013115987.1,xm_012742589.1,xm_013355224.1,xm_016207115.1,,xm_006531291.3,,xm_008824068.2,XM_003278538.1,xm_004579752.1,,,,,xm_012810526.1,,XM_008969494.1,XM_009440098.2,XM_003898428.1,XM_002814539.2,xm_012655506.1,,nm_001108886.1,XM_010384411.1,,XM_003934714.2,,,,xm_012557593.1,XM_006152964.1,
GPR82,NM_080817.4,XM_001088217.3,XM_011230590.1,XM_012448157.1,XM_005199696.3,XM_002762806.4,XM_010989183.1,XM_003435501.3,XM_005700908.3,XM_008065373.1,XM_013151960.1,xm_014791053.1,XM_012081652.1,XM_013509211.1,XM_007991442.1,XM_006864256.1,XM_012730225.1,XM_003495370.1,XM_004461025.2,XM_013030857.1,XM_004714575.1,XM_006894985.1,XM_008153025.1,XM_005614082.2,XM_007521117.1,XM_006944348.2,XM_008585047.1,XM_004064026.1,XM_004849998.1,XM_005323977.1,XM_012950437.1,XM_003417978.2,XM_015443343.1,XM_011710164.1,XM_011980184.1,XM_017652500.1,XM_005080549.1,XM_012781855.1,XM_005352868.2,XM_016219803.1,XM_007493323.2,XM_017318522.1,XM_004754917.2,XM_008843052.1,XM_003271017.3,XM_004587854.2,XM_004645569.1,XM_004399738.2,XM_004281358.2,XM_017349767.1,XM_012812170.1,XM_004022013.3,XM_014343407.1,XM_016942920.1,XM_017953918.1,XM_002831533.3,XM_012642793.1,XM_011380761.1,XM_008773064.2,XM_010368969.1,XM_016156564.1,XM_003924028.2,XM_003766535.2,XM_012933698.1,NM_001243706.1,xm_004376922.2,XM_006148878.2,XM_004328424.1
